datetime,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,total_proton_flux,new_time
2012-07-23 16:12:00,73.9,75.2,61.7,56.3,49.6,49.0,39.4,34.2,31.5,24.0,8.08,502.88,2012-07-13 15:44:00
2012-07-23 16:13:00,73.9,69.2,61.0,55.2,49.4,43.2,42.4,35.4,29.4,23.8,8.08,490.9799999999999,2012-07-13 15:45:00
2012-07-23 16:14:00,75.6,68.0,68.2,54.2,50.9,46.8,40.5,38.6,33.3,25.3,7.95,509.35,2012-07-13 15:46:00
2012-07-23 16:15:00,72.5,70.5,68.8,58.3,50.0,46.6,42.8,35.8,32.2,25.6,8.87,511.9700000000001,2012-07-13 15:47:00
2012-07-23 16:16:00,79.4,69.1,75.3,57.3,53.7,47.6,43.2,39.2,33.4,25.5,8.8,532.5,2012-07-13 15:48:00
2012-07-23 16:17:00,76.4,65.7,70.9,58.4,48.5,47.9,46.0,37.8,34.4,27.9,8.42,522.3199999999999,2012-07-13 15:49:00
2012-07-23 16:18:00,77.4,74.0,64.3,61.3,54.5,51.0,50.9,41.5,38.7,28.0,8.61,550.21,2012-07-13 15:50:00
2012-07-23 16:19:00,84.5,74.7,69.4,61.5,60.3,52.7,59.4,38.0,38.3,28.1,7.83,574.73,2012-07-13 15:51:00
2012-07-23 16:20:00,85.4,71.0,68.4,60.9,59.0,49.7,52.5,45.4,38.6,27.0,8.56,566.4599999999999,2012-07-13 15:52:00
2012-07-23 16:21:00,65.3,68.4,71.4,58.7,58.1,53.4,50.8,45.3,36.9,27.7,7.88,543.88,2012-07-13 15:53:00
2012-07-23 16:22:00,64.3,63.1,55.0,59.0,53.3,50.2,42.9,42.3,37.1,26.9,8.81,502.90999999999997,2012-07-13 15:54:00
2012-07-23 16:23:00,68.3,62.3,58.7,52.9,43.3,49.1,47.3,42.3,34.9,25.6,8.8,493.50000000000006,2012-07-13 15:55:00
2012-07-23 16:24:00,69.2,71.8,62.7,53.6,51.2,51.6,44.8,44.4,33.0,28.5,8.05,518.85,2012-07-13 15:56:00
2012-07-23 16:25:00,63.6,71.1,64.9,54.5,50.7,49.0,49.3,41.4,32.6,26.8,7.88,511.78000000000003,2012-07-13 15:57:00
2012-07-23 16:26:00,77.9,64.9,61.0,51.5,54.0,41.8,53.6,41.2,35.9,25.4,8.34,515.54,2012-07-13 15:58:00
2012-07-23 16:27:00,72.8,64.1,62.8,62.6,54.7,44.1,48.5,44.3,35.1,26.6,7.47,523.07,2012-07-13 15:59:00
2012-07-23 16:28:00,78.3,67.5,64.1,56.7,58.4,46.7,51.0,45.0,34.5,23.8,8.09,534.09,2012-07-13 16:00:00
2012-07-23 16:29:00,71.9,68.8,66.6,60.3,53.8,50.9,45.3,39.9,35.3,25.1,8.04,525.9399999999999,2012-07-13 16:01:00
2012-07-23 16:30:00,72.3,61.7,60.6,61.7,58.5,47.7,44.4,35.3,34.3,25.3,8.41,510.21000000000004,2012-07-13 16:02:00
2012-07-23 16:31:00,65.2,67.3,67.8,64.5,50.1,52.0,50.1,43.1,32.8,27.5,8.33,528.7300000000001,2012-07-13 16:03:00
2012-07-23 16:32:00,70.6,68.3,65.9,61.9,61.8,51.3,44.2,40.6,37.1,27.8,8.91,538.41,2012-07-13 16:04:00
2012-07-23 16:33:00,69.7,66.7,69.8,54.0,50.0,53.6,49.1,41.7,38.6,26.9,8.38,528.48,2012-07-13 16:05:00
2012-07-23 16:34:00,76.7,70.6,70.2,58.7,51.0,50.5,51.0,48.3,43.3,29.4,8.09,557.79,2012-07-13 16:06:00
2012-07-23 16:35:00,91.7,79.0,82.6,73.5,67.5,62.3,54.7,45.2,37.9,29.6,8.55,632.55,2012-07-13 16:07:00
2012-07-23 16:36:00,87.8,88.4,82.6,72.4,73.0,61.9,58.0,42.7,43.3,28.9,8.89,647.8899999999999,2012-07-13 16:08:00
2012-07-23 16:37:00,111.0,89.8,86.8,72.2,72.2,56.8,56.1,47.5,43.0,30.3,8.47,674.17,2012-07-13 16:09:00
2012-07-23 16:38:00,106.0,94.5,83.7,79.1,68.5,66.2,64.3,51.9,45.3,32.4,8.76,700.6599999999999,2012-07-13 16:10:00
2012-07-23 16:39:00,115.0,98.7,84.0,80.0,70.2,66.2,60.8,52.8,44.1,32.7,8.64,713.14,2012-07-13 16:11:00
2012-07-23 16:40:00,111.0,101.0,86.6,83.8,72.0,67.8,68.9,50.0,45.4,32.5,9.92,728.92,2012-07-13 16:12:00
2012-07-23 16:41:00,99.9,106.0,92.0,84.1,85.2,70.5,66.9,62.0,44.1,33.4,8.95,753.0500000000001,2012-07-13 16:13:00
2012-07-23 16:42:00,118.0,112.0,99.6,85.9,79.8,78.5,70.4,55.8,45.3,33.9,9.05,788.2499999999998,2012-07-13 16:14:00
2012-07-23 16:43:00,115.0,102.0,103.0,85.7,77.3,75.7,70.1,55.8,47.4,35.2,9.63,776.83,2012-07-13 16:15:00
2012-07-23 16:44:00,124.0,111.0,98.6,91.5,88.6,78.4,61.2,58.3,48.6,35.9,10.2,806.3000000000001,2012-07-13 16:16:00
2012-07-23 16:45:00,129.0,112.0,102.0,96.5,93.8,72.0,74.1,57.2,52.4,36.1,10.7,835.8000000000001,2012-07-13 16:17:00
2012-07-23 16:46:00,113.0,115.0,119.0,110.0,82.3,81.0,78.3,67.5,51.3,36.6,11.1,865.0999999999999,2012-07-13 16:18:00
2012-07-23 16:47:00,153.0,135.0,127.0,108.0,97.4,83.2,77.0,63.8,56.2,37.7,10.6,948.9000000000001,2012-07-13 16:19:00
2012-07-23 16:48:00,171.0,136.0,141.0,104.0,105.0,91.0,85.1,68.0,53.7,40.1,11.3,1006.2,2012-07-13 16:20:00
2012-07-23 16:49:00,169.0,147.0,126.0,116.0,96.2,85.1,79.8,72.7,60.7,41.5,11.4,1005.4000000000001,2012-07-13 16:21:00
2012-07-23 16:50:00,136.0,142.0,120.0,114.0,103.0,91.2,81.3,67.0,55.8,39.3,11.5,961.0999999999999,2012-07-13 16:22:00
2012-07-23 16:51:00,156.0,143.0,130.0,109.0,102.0,93.5,88.9,77.9,59.1,37.6,10.5,1007.5,2012-07-13 16:23:00
2012-07-23 16:52:00,155.0,126.0,130.0,107.0,103.0,83.7,86.6,66.4,53.4,41.1,11.6,963.8000000000001,2012-07-13 16:24:00
2012-07-23 16:53:00,160.0,140.0,127.0,110.0,101.0,81.3,77.9,71.7,56.4,40.1,10.9,976.3,2012-07-13 16:25:00
2012-07-23 16:54:00,149.0,123.0,127.0,111.0,98.1,96.2,79.6,61.9,57.5,40.7,11.5,955.5000000000001,2012-07-13 16:26:00
2012-07-23 16:55:00,166.0,153.0,116.0,115.0,102.0,93.8,84.2,66.3,55.2,40.4,11.0,1002.9,2012-07-13 16:27:00
2012-07-23 16:56:00,151.0,146.0,132.0,101.0,100.0,93.4,89.1,69.6,60.4,40.1,10.7,993.3000000000001,2012-07-13 16:28:00
2012-07-23 16:57:00,143.0,133.0,130.0,107.0,101.0,94.4,87.8,72.5,56.6,42.0,11.3,978.5999999999999,2012-07-13 16:29:00
2012-07-23 16:58:00,147.0,135.0,119.0,103.0,103.0,87.5,83.2,60.9,58.7,41.3,11.7,950.3000000000001,2012-07-13 16:30:00
2012-07-23 16:59:00,152.0,136.0,123.0,110.0,97.9,90.6,79.2,60.6,63.4,41.3,11.9,965.9,2012-07-13 16:31:00
2012-07-23 17:00:00,148.0,142.0,130.0,108.0,107.0,84.1,81.8,73.9,65.3,41.6,11.4,993.0999999999999,2012-07-13 16:32:00
2012-07-23 17:01:00,173.0,145.0,134.0,113.0,101.0,83.9,85.2,74.2,61.0,40.8,11.3,1022.4,2012-07-13 16:33:00
2012-07-23 17:02:00,174.0,151.0,132.0,117.0,106.0,97.1,91.1,71.3,59.8,41.8,10.9,1052.0,2012-07-13 16:34:00
2012-07-23 17:03:00,152.0,145.0,131.0,117.0,99.3,89.8,85.6,67.4,55.7,41.4,10.8,994.9999999999999,2012-07-13 16:35:00
2012-07-23 17:04:00,161.0,171.0,134.0,115.0,110.0,90.5,80.2,75.0,63.1,40.9,12.1,1052.8,2012-07-13 16:36:00
2012-07-23 17:05:00,177.0,148.0,139.0,117.0,119.0,97.2,93.2,77.0,67.2,41.3,10.7,1086.6000000000001,2012-07-13 16:37:00
2012-07-23 17:06:00,160.0,139.0,128.0,128.0,107.0,101.0,87.9,68.5,60.6,44.7,12.1,1036.8,2012-07-13 16:38:00
2012-07-23 17:07:00,153.0,147.0,125.0,123.0,96.6,96.3,87.1,75.3,58.8,42.3,11.1,1015.4999999999999,2012-07-13 16:39:00
2012-07-23 17:08:00,158.0,149.0,125.0,119.0,104.0,99.9,92.2,76.2,65.4,42.7,10.9,1042.3000000000002,2012-07-13 16:40:00
2012-07-23 17:09:00,152.0,165.0,144.0,131.0,105.0,106.0,93.8,76.8,64.1,45.4,12.5,1095.6,2012-07-13 16:41:00
2012-07-23 17:10:00,175.0,162.0,143.0,129.0,112.0,113.0,95.8,88.5,62.0,47.7,12.8,1140.8,2012-07-13 16:42:00
2012-07-23 17:11:00,176.0,157.0,154.0,130.0,118.0,102.0,97.8,86.6,77.5,47.9,12.4,1159.2000000000003,2012-07-13 16:43:00
2012-07-23 17:12:00,180.0,174.0,145.0,129.0,115.0,108.0,98.0,79.2,63.3,46.9,11.8,1150.2,2012-07-13 16:44:00
2012-07-23 17:13:00,171.0,168.0,142.0,124.0,105.0,107.0,91.9,76.8,68.9,46.5,12.0,1113.1,2012-07-13 16:45:00
2012-07-23 17:14:00,184.0,155.0,162.0,121.0,113.0,102.0,92.4,75.9,63.8,43.5,12.6,1125.1999999999998,2012-07-13 16:46:00
2012-07-23 17:15:00,163.0,147.0,150.0,130.0,110.0,103.0,101.0,69.2,61.1,43.0,12.2,1089.5,2012-07-13 16:47:00
2012-07-23 17:16:00,167.0,158.0,144.0,122.0,109.0,88.0,92.7,75.5,63.4,43.4,11.9,1074.9,2012-07-13 16:48:00
2012-07-23 17:17:00,174.0,160.0,144.0,122.0,114.0,95.8,89.5,83.6,66.3,42.4,12.3,1103.9,2012-07-13 16:49:00
2012-07-23 17:18:00,195.0,172.0,140.0,138.0,126.0,102.0,93.9,82.1,70.4,44.8,12.4,1176.6000000000001,2012-07-13 16:50:00
2012-07-23 17:19:00,181.0,163.0,147.0,137.0,123.0,98.9,95.8,77.8,62.9,44.7,11.4,1142.5,2012-07-13 16:51:00
2012-07-23 17:20:00,176.0,166.0,155.0,139.0,117.0,108.0,100.0,76.7,65.2,46.5,11.7,1161.1000000000001,2012-07-13 16:52:00
2012-07-23 17:21:00,188.0,164.0,152.0,128.0,118.0,105.0,97.4,79.0,69.0,46.4,12.2,1159.0000000000002,2012-07-13 16:53:00
2012-07-23 17:22:00,182.0,170.0,161.0,123.0,114.0,101.0,105.0,76.2,71.6,44.2,13.0,1161.0,2012-07-13 16:54:00
2012-07-23 17:23:00,177.0,149.0,159.0,134.0,108.0,98.9,106.0,79.0,60.9,45.8,12.4,1130.0,2012-07-13 16:55:00
2012-07-23 17:24:00,187.0,170.0,151.0,126.0,120.0,101.0,93.5,78.3,65.2,46.7,13.1,1151.8,2012-07-13 16:56:00
2012-07-23 17:25:00,179.0,163.0,152.0,128.0,115.0,104.0,102.0,102.0,72.9,45.1,13.6,1176.6,2012-07-13 16:57:00
2012-07-23 17:26:00,187.0,185.0,161.0,138.0,118.0,112.0,97.8,91.3,74.0,47.3,12.6,1223.9999999999998,2012-07-13 16:58:00
2012-07-23 17:27:00,184.0,174.0,148.0,144.0,123.0,111.0,96.9,81.6,63.0,45.1,12.8,1183.3999999999999,2012-07-13 16:59:00
2012-07-23 17:28:00,179.0,175.0,160.0,138.0,122.0,107.0,96.7,73.1,70.5,44.6,11.4,1177.3,2012-07-13 17:00:00
2012-07-23 17:29:00,171.0,145.0,141.0,138.0,111.0,106.0,96.3,86.3,67.9,42.5,12.0,1117.0,2012-07-13 17:01:00
2012-07-23 17:30:00,189.0,172.0,139.0,131.0,102.0,103.0,94.5,74.1,67.1,42.9,11.0,1125.6000000000001,2012-07-13 17:02:00
2012-07-23 17:31:00,164.0,155.0,138.0,125.0,118.0,91.7,86.4,77.8,63.7,40.5,11.3,1071.3999999999999,2012-07-13 17:03:00
2012-07-23 17:32:00,161.0,153.0,134.0,124.0,114.0,93.8,92.2,74.5,60.6,43.0,11.0,1061.1,2012-07-13 17:04:00
2012-07-23 17:33:00,183.0,162.0,143.0,124.0,114.0,98.4,98.5,80.7,66.1,44.5,11.7,1125.9,2012-07-13 17:05:00
2012-07-23 17:34:00,176.0,154.0,138.0,119.0,110.0,94.3,91.9,79.8,66.8,42.8,10.5,1083.1,2012-07-13 17:06:00
2012-07-23 17:35:00,185.0,161.0,140.0,112.0,102.0,85.1,82.5,76.3,56.8,36.7,9.78,1047.1799999999998,2012-07-13 17:07:00
2012-07-23 17:36:00,196.0,174.0,140.0,123.0,95.0,78.0,82.2,71.0,54.4,37.0,10.2,1060.8,2012-07-13 17:08:00
2012-07-23 17:37:00,198.0,174.0,162.0,124.0,102.0,89.0,82.2,63.5,55.7,36.4,9.84,1096.64,2012-07-13 17:09:00
2012-07-23 17:38:00,190.0,162.0,152.0,128.0,109.0,93.9,78.2,62.1,55.6,36.4,9.73,1076.93,2012-07-13 17:10:00
2012-07-23 17:39:00,177.0,164.0,149.0,116.0,107.0,91.0,88.5,68.5,57.0,37.5,10.0,1065.5,2012-07-13 17:11:00
2012-07-23 17:40:00,177.0,162.0,147.0,126.0,110.0,91.4,83.7,67.7,54.2,38.5,10.8,1068.3,2012-07-13 17:12:00
2012-07-23 17:41:00,193.0,163.0,153.0,129.0,104.0,98.8,93.0,73.0,63.3,39.6,10.2,1119.8999999999999,2012-07-13 17:13:00
2012-07-23 17:42:00,182.0,175.0,143.0,130.0,113.0,107.0,94.7,76.0,58.6,40.8,10.7,1130.8,2012-07-13 17:14:00
2012-07-23 17:43:00,168.0,164.0,150.0,127.0,117.0,101.0,91.9,80.8,63.3,41.2,10.1,1114.3,2012-07-13 17:15:00
2012-07-23 17:44:00,182.0,171.0,152.0,130.0,109.0,98.9,89.5,71.8,58.7,40.7,9.62,1113.2199999999998,2012-07-13 17:16:00
2012-07-23 17:45:00,188.0,160.0,147.0,138.0,113.0,91.7,84.9,76.4,55.3,40.8,10.1,1105.1999999999998,2012-07-13 17:17:00
2012-07-23 17:46:00,183.0,153.0,147.0,129.0,108.0,93.4,91.1,73.5,57.8,39.5,10.2,1085.5,2012-07-13 17:18:00
2012-07-23 17:47:00,166.0,170.0,158.0,130.0,106.0,93.0,85.5,72.9,60.9,35.6,10.4,1088.3,2012-07-13 17:19:00
2012-07-23 17:48:00,179.0,171.0,144.0,118.0,121.0,95.7,85.2,76.3,56.8,40.3,9.77,1097.07,2012-07-13 17:20:00
2012-07-23 17:49:00,196.0,165.0,140.0,124.0,100.0,99.6,87.0,78.0,54.3,38.2,9.44,1091.5400000000002,2012-07-13 17:21:00
2012-07-23 17:50:00,174.0,159.0,139.0,119.0,102.0,91.9,84.1,66.1,58.0,38.1,10.2,1041.4,2012-07-13 17:22:00
2012-07-23 17:51:00,168.0,145.0,133.0,111.0,105.0,84.9,84.9,72.8,53.4,38.7,9.94,1006.64,2012-07-13 17:23:00
2012-07-23 17:52:00,173.0,137.0,123.0,118.0,99.9,82.4,78.8,65.1,53.7,40.5,10.3,981.6999999999999,2012-07-13 17:24:00
2012-07-23 17:53:00,145.0,135.0,113.0,113.0,106.0,100.0,83.5,72.4,57.9,41.2,10.5,977.5,2012-07-13 17:25:00
2012-07-23 17:54:00,170.0,140.0,133.0,121.0,103.0,97.9,85.9,73.3,61.9,40.8,10.2,1037.0,2012-07-13 17:26:00
2012-07-23 17:55:00,156.0,137.0,134.0,114.0,116.0,99.0,84.4,77.3,59.4,41.0,10.8,1028.8999999999999,2012-07-13 17:27:00
2012-07-23 17:56:00,148.0,138.0,130.0,116.0,102.0,89.9,81.8,72.6,61.1,41.0,10.5,990.9,2012-07-13 17:28:00
2012-07-23 17:57:00,153.0,131.0,141.0,121.0,107.0,91.4,85.9,72.6,56.4,38.2,11.0,1008.5,2012-07-13 17:29:00
2012-07-23 17:58:00,136.0,140.0,124.0,119.0,98.3,88.9,95.2,72.1,58.1,39.1,10.5,981.2,2012-07-13 17:30:00
2012-07-23 17:59:00,148.0,140.0,118.0,114.0,99.8,97.2,81.5,68.1,58.3,38.9,10.6,974.4,2012-07-13 17:31:00
2012-07-23 18:00:00,138.0,135.0,118.0,104.0,92.6,78.4,83.6,67.8,51.5,38.6,10.3,917.8,2012-07-13 17:32:00
2012-07-23 18:01:00,129.0,124.0,113.0,114.0,92.6,91.5,82.0,71.1,54.0,41.6,10.0,922.8000000000001,2012-07-13 17:33:00
2012-07-23 18:02:00,128.0,132.0,116.0,109.0,107.0,86.1,82.4,70.2,56.0,38.3,10.8,935.8,2012-07-13 17:34:00
2012-07-23 18:03:00,128.0,136.0,121.0,108.0,92.6,84.2,77.5,73.6,54.7,39.3,10.7,925.6000000000001,2012-07-13 17:35:00
2012-07-23 18:04:00,152.0,127.0,121.0,101.0,101.0,85.9,76.4,72.3,57.2,38.3,10.1,942.1999999999999,2012-07-13 17:36:00
2012-07-23 18:05:00,136.0,126.0,117.0,105.0,94.9,84.3,70.4,63.6,53.3,37.0,10.1,897.5999999999999,2012-07-13 17:37:00
2012-07-23 18:06:00,134.0,116.0,122.0,104.0,94.2,78.6,73.6,62.2,57.8,36.1,9.88,888.3800000000001,2012-07-13 17:38:00
2012-07-23 18:07:00,138.0,130.0,125.0,104.0,101.0,94.9,79.5,72.5,50.0,37.0,9.92,941.8199999999999,2012-07-13 17:39:00
2012-07-23 18:08:00,163.0,144.0,148.0,123.0,115.0,89.6,82.3,77.3,60.7,39.2,10.9,1053.0,2012-07-13 17:40:00
2012-07-23 18:09:00,152.0,154.0,131.0,119.0,107.0,92.4,81.7,63.9,53.5,38.4,10.5,1003.4,2012-07-13 17:41:00
2012-07-23 18:10:00,143.0,140.0,117.0,105.0,99.7,92.3,82.8,73.7,59.2,38.6,11.0,962.3000000000001,2012-07-13 17:42:00
2012-07-23 18:11:00,148.0,127.0,133.0,108.0,93.5,98.4,84.1,68.8,59.0,40.4,10.1,970.3,2012-07-13 17:43:00
2012-07-23 18:12:00,172.0,151.0,134.0,110.0,102.0,107.0,87.1,75.9,58.4,41.7,9.95,1049.05,2012-07-13 17:44:00
2012-07-23 18:13:00,175.0,162.0,158.0,136.0,106.0,90.1,87.3,79.8,70.4,42.1,10.4,1117.1,2012-07-13 17:45:00
2012-07-23 18:14:00,180.0,184.0,148.0,138.0,111.0,103.0,91.4,75.3,55.4,41.7,9.56,1137.3600000000001,2012-07-13 17:46:00
2012-07-23 18:15:00,200.0,162.0,151.0,125.0,109.0,95.2,89.0,85.7,65.2,40.1,10.2,1132.4,2012-07-13 17:47:00
2012-07-23 18:16:00,175.0,161.0,146.0,145.0,123.0,104.0,102.0,77.0,68.7,42.4,10.4,1154.5000000000002,2012-07-13 17:48:00
2012-07-23 18:17:00,188.0,170.0,151.0,142.0,123.0,109.0,102.0,84.6,70.0,44.4,11.8,1195.8,2012-07-13 17:49:00
2012-07-23 18:18:00,190.0,193.0,175.0,147.0,134.0,130.0,105.0,85.2,65.8,48.4,12.1,1285.5,2012-07-13 17:50:00
2012-07-23 18:19:00,217.0,195.0,184.0,152.0,137.0,111.0,105.0,80.3,67.9,48.9,11.6,1309.7,2012-07-13 17:51:00
2012-07-23 18:20:00,222.0,190.0,179.0,151.0,130.0,107.0,97.8,85.8,72.7,45.5,11.3,1292.1,2012-07-13 17:52:00
2012-07-23 18:21:00,196.0,170.0,163.0,146.0,128.0,111.0,105.0,82.2,63.0,47.0,10.6,1221.8,2012-07-13 17:53:00
2012-07-23 18:22:00,202.0,183.0,180.0,151.0,141.0,122.0,97.7,79.2,65.1,42.2,10.5,1273.7,2012-07-13 17:54:00
2012-07-23 18:23:00,186.0,197.0,193.0,166.0,141.0,123.0,90.6,95.4,77.2,44.4,10.6,1324.2,2012-07-13 17:55:00
2012-07-23 18:24:00,208.0,213.0,195.0,157.0,142.0,115.0,108.0,85.9,71.7,40.0,11.1,1346.7,2012-07-13 17:56:00
2012-07-23 18:25:00,223.0,207.0,173.0,153.0,131.0,109.0,97.1,76.6,61.7,44.6,11.7,1287.6999999999998,2012-07-13 17:57:00
2012-07-23 18:26:00,192.0,177.0,153.0,133.0,137.0,114.0,99.6,79.0,64.0,48.7,11.5,1208.8,2012-07-13 17:58:00
2012-07-23 18:27:00,152.0,159.0,143.0,126.0,113.0,104.0,97.7,82.2,68.7,49.1,11.4,1106.1000000000001,2012-07-13 17:59:00
2012-07-23 18:28:00,166.0,144.0,148.0,118.0,130.0,106.0,116.0,103.0,74.7,51.7,11.3,1168.7,2012-07-13 18:00:00
2012-07-23 18:29:00,219.0,207.0,188.0,167.0,150.0,125.0,120.0,98.6,76.2,50.5,11.4,1412.7,2012-07-13 18:01:00
2012-07-23 18:30:00,253.0,217.0,217.0,179.0,146.0,124.0,118.0,93.9,83.3,48.6,12.4,1492.2,2012-07-13 18:02:00
2012-07-23 18:31:00,241.0,216.0,197.0,170.0,134.0,127.0,126.0,94.4,79.7,52.4,12.3,1449.8000000000002,2012-07-13 18:03:00
2012-07-23 18:32:00,230.0,191.0,183.0,161.0,160.0,113.0,121.0,97.7,82.9,50.1,12.4,1402.1000000000001,2012-07-13 18:04:00
2012-07-23 18:33:00,213.0,211.0,180.0,167.0,149.0,130.0,105.0,101.0,83.9,46.4,12.2,1398.5000000000002,2012-07-13 18:05:00
2012-07-23 18:34:00,221.0,212.0,182.0,175.0,135.0,137.0,114.0,97.2,75.3,50.2,12.0,1410.7,2012-07-13 18:06:00
2012-07-23 18:35:00,262.0,222.0,194.0,169.0,150.0,122.0,112.0,82.6,76.1,48.8,11.3,1449.7999999999997,2012-07-13 18:07:00
2012-07-23 18:36:00,246.0,220.0,197.0,180.0,149.0,126.0,106.0,85.3,77.0,48.1,12.2,1446.6,2012-07-13 18:08:00
2012-07-23 18:37:00,225.0,189.0,192.0,150.0,127.0,125.0,117.0,86.9,74.3,47.8,11.6,1345.6,2012-07-13 18:09:00
2012-07-23 18:38:00,203.0,185.0,181.0,167.0,140.0,127.0,127.0,97.5,78.9,50.7,12.2,1369.3000000000002,2012-07-13 18:10:00
2012-07-23 18:39:00,267.0,226.0,198.0,165.0,149.0,124.0,114.0,101.0,81.8,51.7,11.1,1488.6,2012-07-13 18:11:00
2012-07-23 18:40:00,242.0,218.0,182.0,152.0,130.0,122.0,112.0,95.2,76.3,52.9,11.6,1394.0,2012-07-13 18:12:00
2012-07-23 18:41:00,213.0,193.0,169.0,136.0,124.0,124.0,113.0,95.8,81.9,51.1,10.8,1311.6,2012-07-13 18:13:00
2012-07-23 18:42:00,218.0,208.0,209.0,175.0,149.0,141.0,117.0,88.7,88.0,52.0,11.6,1457.3,2012-07-13 18:14:00
2012-07-23 18:43:00,240.0,227.0,207.0,175.0,145.0,119.0,110.0,108.0,80.4,50.5,10.4,1472.3000000000002,2012-07-13 18:15:00
2012-07-23 18:44:00,216.0,193.0,164.0,153.0,141.0,116.0,108.0,73.0,72.9,47.4,11.9,1296.2000000000003,2012-07-13 18:16:00
2012-07-23 18:45:00,236.0,201.0,177.0,156.0,143.0,113.0,113.0,94.1,72.3,47.8,11.1,1364.2999999999997,2012-07-13 18:17:00
2012-07-23 18:46:00,260.0,240.0,197.0,180.0,149.0,124.0,113.0,92.1,77.3,45.0,10.9,1488.3,2012-07-13 18:18:00
2012-07-23 18:47:00,264.0,224.0,199.0,167.0,155.0,128.0,129.0,103.0,75.9,48.1,11.4,1504.4,2012-07-13 18:19:00
2012-07-23 18:48:00,247.0,200.0,189.0,149.0,148.0,116.0,109.0,81.3,69.2,44.9,10.7,1364.1000000000001,2012-07-13 18:20:00
2012-07-23 18:49:00,215.0,214.0,192.0,169.0,131.0,110.0,110.0,86.7,70.9,46.0,10.7,1355.3000000000002,2012-07-13 18:21:00
2012-07-23 18:50:00,215.0,206.0,181.0,162.0,153.0,134.0,119.0,94.0,74.6,47.7,11.2,1397.5,2012-07-13 18:22:00
2012-07-23 18:51:00,191.0,170.0,153.0,151.0,124.0,110.0,116.0,86.1,72.5,48.8,11.5,1233.8999999999999,2012-07-13 18:23:00
2012-07-23 18:52:00,190.0,176.0,181.0,148.0,131.0,130.0,117.0,89.2,70.5,49.8,11.2,1293.7,2012-07-13 18:24:00
2012-07-23 18:53:00,242.0,219.0,191.0,156.0,136.0,119.0,106.0,90.3,73.1,48.3,11.6,1392.2999999999997,2012-07-13 18:25:00
2012-07-23 18:54:00,215.0,208.0,205.0,159.0,147.0,117.0,109.0,92.9,87.0,50.5,12.3,1402.7,2012-07-13 18:26:00
2012-07-23 18:55:00,235.0,206.0,189.0,186.0,166.0,141.0,115.0,108.0,76.8,50.6,11.6,1484.9999999999998,2012-07-13 18:27:00
2012-07-23 18:56:00,261.0,238.0,201.0,181.0,154.0,141.0,125.0,110.0,78.2,51.6,11.3,1552.1,2012-07-13 18:28:00
2012-07-23 18:57:00,282.0,253.0,238.0,192.0,158.0,151.0,128.0,102.0,84.5,50.8,11.7,1651.0,2012-07-13 18:29:00
2012-07-23 18:58:00,274.0,239.0,206.0,191.0,169.0,138.0,118.0,95.1,82.9,50.5,11.9,1575.4,2012-07-13 18:30:00
2012-07-23 18:59:00,235.0,220.0,207.0,174.0,152.0,137.0,128.0,109.0,80.4,48.3,11.8,1502.5,2012-07-13 18:31:00
2012-07-23 19:00:00,244.0,239.0,190.0,171.0,162.0,132.0,117.0,101.0,77.7,50.0,12.0,1495.7,2012-07-13 18:32:00
2012-07-23 19:01:00,264.0,233.0,209.0,180.0,164.0,126.0,123.0,112.0,87.2,54.3,12.3,1564.8,2012-07-13 18:33:00
2012-07-23 19:02:00,265.0,229.0,210.0,186.0,156.0,130.0,120.0,101.0,77.0,52.1,12.5,1538.6,2012-07-13 18:34:00
2012-07-23 19:03:00,274.0,242.0,219.0,170.0,154.0,113.0,116.0,103.0,79.6,52.5,10.9,1534.0,2012-07-13 18:35:00
2012-07-23 19:04:00,263.0,222.0,202.0,199.0,170.0,146.0,128.0,108.0,89.0,54.8,11.4,1593.2,2012-07-13 18:36:00
2012-07-23 19:05:00,295.0,271.0,230.0,213.0,197.0,152.0,134.0,121.0,91.3,59.7,13.2,1777.2,2012-07-13 18:37:00
2012-07-23 19:06:00,349.0,291.0,250.0,211.0,189.0,160.0,147.0,115.0,96.3,54.3,13.1,1875.6999999999998,2012-07-13 18:38:00
2012-07-23 19:07:00,337.0,293.0,253.0,200.0,180.0,147.0,139.0,116.0,89.3,60.1,13.5,1827.8999999999999,2012-07-13 18:39:00
2012-07-23 19:08:00,307.0,278.0,238.0,197.0,187.0,155.0,137.0,110.0,94.5,56.7,11.7,1771.9,2012-07-13 18:40:00
2012-07-23 19:09:00,328.0,284.0,237.0,209.0,179.0,148.0,129.0,106.0,90.1,55.9,12.4,1778.4,2012-07-13 18:41:00
2012-07-23 19:10:00,328.0,295.0,265.0,211.0,176.0,153.0,136.0,101.0,84.2,55.8,11.6,1816.6,2012-07-13 18:42:00
2012-07-23 19:11:00,300.0,256.0,252.0,200.0,163.0,135.0,121.0,108.0,87.7,52.3,12.1,1687.1,2012-07-13 18:43:00
2012-07-23 19:12:00,313.0,263.0,227.0,184.0,166.0,131.0,125.0,111.0,89.4,48.5,10.8,1668.7,2012-07-13 18:44:00
2012-07-23 19:13:00,280.0,257.0,232.0,175.0,179.0,139.0,118.0,108.0,86.6,50.1,12.6,1637.2999999999997,2012-07-13 18:45:00
